"project","campaignid","sample","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BISZ08","-32.61470167","152.3333367","20090801","09:00:00","Broughton.Island","No-take","Broughton.Island","21.5","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BISZ09","-32.627085","152.3199283","20090801","09:00:00","Broughton.Island","No-take","Broughton.Island","34","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BISZ10","-32.6267","152.3351","20090801","09:00:00","Broughton.Island","No-take","Broughton.Island","27","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BOO01","-32.70742167","152.2313333","20090801","09:00:00","Boondelbah","Fished","Cabbage.Tree","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BOO02","-32.70889","152.23225","20090801","09:00:00","Boondelbah","Fished","Cabbage.Tree","22","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BOO04","-32.707825","152.224925","20090801","09:00:00","Boondelbah","Fished","Cabbage.Tree","26","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BOO05","-32.71027333","152.226035","20090801","09:00:00","Boondelbah","Fished","Cabbage.Tree","27","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BS02","-32.46472833","152.5538683","20090801","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","32","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BS05","-32.46048","152.55324","20090801","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","31.6","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BS06","-32.465008","152.552435","20090801","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","25.8","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BS09","-32.464065","152.5504817","20090801","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","26","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","BS10","-32.464513","152.549457","20090801","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","26","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT01","-32.69378167","152.2241617","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","19","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT02","-32.693725","152.225882","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","18.9","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT03","-32.69226667","152.2276183","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","18.4","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT04","-32.69036333","152.2277","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","17.5","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT05","-32.687885","152.229162","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","19","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT06","-32.68701667","152.2287933","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","19.2","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT07","-32.686149","152.228232","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","20","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT09","-32.684293","152.225449","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","18","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","CT10","-32.69322833","152.22367","20090801","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","19","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB01","-32.48571833","152.5110033","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB02","-32.48747667","152.511125","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB03","-32.48843333","152.5098967","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB04","-32.48291667","152.5095417","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB05","-32.47781167","152.5054017","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","32","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB06","-32.47733","152.500703","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB07","-32.49088167","152.509255","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","34","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB08","-32.48039333","152.5010717","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","23","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB09","-32.4844","152.502273","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","EB11","-32.48151667","152.5091183","20090801","09:00:00","Edith.Breaker","Fished","Seal.Rocks","31","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ01","-32.73970833","152.2071","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","22.5","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ02","-32.74205833","152.20863","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","21.4","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ03","-32.744055","152.209368","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","29.9","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ04","-32.74599167","152.207715","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","27.9","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ05","-32.74175","152.2071683","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","22.6","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ06","-32.74834833","152.2083433","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ07","-32.753235","152.2051333","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","26","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FIHPZ09","-32.75215","152.20568","20090801","09:00:00","Fingal.Island","Fished","Fingal.Island","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ01","-32.753475","152.2002983","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ02","-32.75167167","152.1989317","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","24","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ03","-32.75263167","152.1972917","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","24","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ04","-32.753765","152.197265","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","30","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ05","-32.75511","152.19355","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","22","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ06","-32.75577333","152.19355","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ07","-32.75668833","152.19109","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","29","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ08","-32.75504833","152.1905433","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","23.4","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ09","-32.75478667","152.1891367","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","24","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","FISZ10","-32.75055167","152.1854767","20090801","09:00:00","Fingal.Island","No-take","Fingal.Island","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LI01","-32.702293","152.24315000000001","20090801","09:00:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LI02","-32.700332","152.244298","20090801","09:00:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LI03","-32.69929833","152.2434367","20090801","09:00:00","Little.Island","Fished","Cabbage.Tree.Island","28","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LI07","-32.70274","152.241443","20090801","09:00:00","Little.Island","Fished","Cabbage.Tree.Island","31","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LI09","-32.698335","152.2454183","20090801","09:00:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LS02","-32.473635","152.5455633","20090801","09:00:00","Little.Seal.Rock","No-take","Seal.Rocks","28","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LS03","-32.47538667","152.54585","20090801","09:00:00","Little.Seal.Rock","No-take","Seal.Rocks","28","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LS04","-32.477497","152.54846","20090801","09:00:00","Little.Seal.Rock","No-take","Seal.Rocks","24","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LS05","-32.472695","152.546083","20090801","09:00:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","LS06","-32.478645","152.546315","20090801","09:00:00","Little.Seal.Rock","No-take","Seal.Rocks","33.3","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR01","-32.030698","152.608207","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR02","-32.03266","152.6078283","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","26","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR03","-32.03237","152.6101083","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","29","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR04","-32.03010333","152.6080183","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","31","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR05","-32.030393","152.61068","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","25","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR07","-32.03774167","152.6154367","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","29","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR08","-32.03900333","152.61601","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","29","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","SNR09","-32.040495","152.6174033","20090801","09:00:00","Snapper.Rocks","Fished","Snapper.Rocks","28","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","UR01","-32.821468","152.06088","20090801","09:00:00","Uralla.Reef","Fished","Uralla.Reef","26.5","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","UR02","-32.820533","152.059992","20090801","09:00:00","Uralla.Reef","Fished","Uralla.Reef","23.1","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","UR03","-32.81968","152.058995","20090801","09:00:00","Uralla.Reef","Fished","Uralla.Reef","27.4","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","UR04","-32.821015","152.058625","20090801","09:00:00","Uralla.Reef","Fished","Uralla.Reef","27.1","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2009-08_PSGLMP_BRUVs","UR05","-32.822852","152.060223","20090801","09:00:00","Uralla.Reef","Fished","Uralla.Reef","26.8","DH","Yes","No",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BE01","-32.41699167","152.5614783","20100801","09:00:00","Belmona","Fished","Pinnacle","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BE02","-32.41702","152.559935","20100801","09:00:00","Belmona","Fished","Pinnacle","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BE03","-32.41761","152.55824","20100801","09:00:00","Belmona","Fished","Pinnacle","42","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BE04","-32.417945","152.5609267","20100801","09:00:00","Belmona","Fished","Pinnacle","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH01","-32.06488833","152.5705217","20100822","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH02","-32.06542167","152.5670233","20100822","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH03","-32.066815","152.5641","20100822","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH04","-32.06815","152.5663133","20100822","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH05","-32.07095167","152.5675983","20100822","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH06","-32.06365333","152.5951233","20100822","09:00:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH07","-32.06459833","152.59638","20100822","09:00:00","Black.Head","Fished","Black.Head","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BH08","-32.06610167","152.5928833","20100822","09:00:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ01","-32.632885","152.313255","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ02","-32.634585","152.312395","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ03","-32.63403167","152.3098133","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ07","-32.63355","152.30363","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","22","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ09","-32.63073","152.30175","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ12","-32.62693","152.29801","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ15","-32.629015","152.3019167","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","19","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BIHPZ16","-32.62832833","152.2991717","20100803","09:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ02","-32.62791833","152.3361917","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","34.8","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ03","-32.62456833","152.33951","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","32.3","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ04","-32.622195","152.3384867","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ05","-32.61938833","152.3385133","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ06","-32.61762833","152.3374617","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ07","-32.61544667","152.3368333","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ08","-32.61470167","152.3333367","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","21.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BISZ09","-32.627085","152.3199283","20100803","09:00:00","Broughton.Island","No-take","Broughton.Island","34","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BOO01","-32.70742167","152.2313333","20100810","09:00:00","Boondelbah","Fished","Cabbage.Tree","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BOO02","-32.70889","152.23225","20100810","09:00:00","Boondelbah","Fished","Cabbage.Tree","22","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BOO03","-32.710465","152.2317433","20100810","09:00:00","Boondelbah","Fished","Cabbage.Tree","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BOO06","-32.70608667","152.2306783","20100810","09:00:00","Boondelbah","Fished","Cabbage.Tree","21","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BS01","-32.46564667","152.5520933","20100815","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","29.1","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BS02","-32.46472833","152.5538683","20100815","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BS03","-32.461785","152.5539783","20100815","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","BS09","-32.464065","152.5504817","20100815","09:00:00","Big.Seal.Rock","No-take","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","CT01","-32.69378167","152.2241617","20100810","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","19","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","CT02","-32.693725","152.225882","20100810","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","18.9","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","CT03","-32.69226667","152.2276183","20100810","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","18.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2010-08_PSGLMP_BRUVs","CT04","-32.69036333","152.2277","20100810","09:00:00","Cabbage.Tree.Island","No-take","Cabbage.Tree.Island","17.5","DH","Yes","Yes",NA
