"sample","legal.sublegal","count","family","genus","species","project","campaignid"
"1900","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1900","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1905","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1906","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1906","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1907","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1908","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1908","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1909","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1911","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1913","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1913","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1916","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1916","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1922","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1922","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1923","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1923","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1925","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1926","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1930","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1934","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1935","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1940","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1944","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1944","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1945","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1945","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1950","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1950","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1951","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1951","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1953","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1953","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1954","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1954","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1956","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1958","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1958","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1960","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1962","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1963","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1963","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1966","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1966","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1969","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1974","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1974","Sublegal","7","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1976","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1977","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1979","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1984","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1986","Sublegal","5","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1991","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1991","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1992","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1994","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1994","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1995","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1999","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1999","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2001","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2008","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2008","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2014","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2014","Unsized","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2017","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2024","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2027","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2029","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2031","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2032","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2033","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2034","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2067","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2074","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2077","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2077","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2078","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2082","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2087","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2087","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2088","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2088","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2089","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2091","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2092","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2092","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2094","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2096","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2096","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2096","Unsized","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2097","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2098","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2098","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2100","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2100","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2101","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2107","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2111","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2113","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2121","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2135","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2136","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2138","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2144","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2144","Unsized","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2146","Legal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2146","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2149","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2154","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2154","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2156","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2157","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2158","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2158","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2159","Unsized","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2160","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2160","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2169","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2169","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2173","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2174","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2175","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2176","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2176","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2177","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2182","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2185","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2188","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2188","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2188","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2191","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2191","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2191","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2192","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2194","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2198","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2199","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2199","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2205","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2214","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2215","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2217","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2217","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2220","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2221","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2222","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2223","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2231","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2234","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2235","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2237","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2239","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2255","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2263","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2268","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2269","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2270","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2271","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2274","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2275","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2276","Sublegal","4","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2281","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2282","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2282","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2285","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2285","Unsized","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2286","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2286","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2286","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2288","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2290","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2290","Unsized","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2293","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2295","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2298","Legal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2298","Sublegal","10","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2300","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2300","Sublegal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2300","Unsized","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2301","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2302","Sublegal","6","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2303","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2305","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2306","Unsized","8","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2309","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2314","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2314","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2315","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2319","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2320","Legal","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2320","Sublegal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2330","Unsized","1","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2332","Legal","2","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2332","Sublegal","3","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
