"project","campaignid","sample","family","genus","species","length","range","number","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BIHPZ20","Labridae","Ophthalmolepis","lineolatus",318.40793,"915.46046",1,"-32.628029","152.297791","20150310","11:30:00","Broughton.Island","Fished","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BIHPZ20","Sparidae","Pagrus","auratus",244.62957,"1202.52125",1,"-32.628029","152.297791","20150310","11:30:00","Broughton.Island","Fished","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ01","Labridae","Ophthalmolepis","lineolatus",218.00979,"1510.29350",1,"-32.6263","152.3378","20150310","13:30:00","Broughton.Island","Fished","Broughton.Island","24","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ01","Labridae","Ophthalmolepis","lineolatus",328.02358,"1538.26112",1,"-32.6263","152.3378","20150310","13:30:00","Broughton.Island","Fished","Broughton.Island","24","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ01","Labridae","Ophthalmolepis","lineolatus",191.17488,"2108.35226",1,"-32.6263","152.3378","20150310","13:30:00","Broughton.Island","Fished","Broughton.Island","24","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ01","Cheilodactylidae","Nemadactylus","douglasii",353.20264,"2036.16782",1,"-32.6263","152.3378","20150310","13:30:00","Broughton.Island","Fished","Broughton.Island","24","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ01","Unknown","Unknown","spp",643.01256,"2714.32851",0,"-32.6263","152.3378","20150310","13:30:00","Broughton.Island","Fished","Broughton.Island","24","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Labridae","Ophthalmolepis","lineolatus",205.18418,"1570.44482",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Cheilodactylidae","Nemadactylus","douglasii",325.18341,"1671.47035",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",833.67816,"1420.19328",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",890.27154,"1445.47246",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",254.43996,"1417.13138",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",217.40905,"1349.58676",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",308.09947,"2071.63546",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",270.53364,"1385.16619",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",380.5647,"1602.15100",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ02","Sparidae","Pagrus","auratus",247.08384,"1179.71367",1,"-32.62791833","152.3361917","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","34.8","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Cheilodactylidae","Nemadactylus","douglasii",266.53026,"1851.40857",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Labridae","Ophthalmolepis","lineolatus",313.7657,"2074.12968",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Labridae","Ophthalmolepis","lineolatus",318.96421,"3043.26070",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Labridae","Ophthalmolepis","lineolatus",244.08847,"2278.45923",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",212.31293,"1238.46569",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",324.92162,"1677.69196",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",250.10641,"1932.41156",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",276.66312,"1697.49394",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",235.34228,"1419.95920",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",242.5315,"1174.04692",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",227.1241,"1181.30699",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ03","Sparidae","Pagrus","auratus",210.09767,"1022.20807",1,"-32.62456833","152.33951","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","32.3","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Cheilodactylidae","Nemadactylus","douglasii",274.19201,"2069.89353",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",290.0863,"1407.64571",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",239.26452,"921.91423",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",245.40711,"1939.51172",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",290.01827,"969.31134",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",233.23006,"1128.77265",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",218.05415,"1446.16741",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Sparidae","Pagrus","auratus",253.02029,"1284.76542",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Labridae","Ophthalmolepis","lineolatus",330.78377,"2030.63274",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Labridae","Ophthalmolepis","lineolatus",253.19696,"2444.82843",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ04","Labridae","Ophthalmolepis","lineolatus",207.80639,"1594.20339",1,"-32.622195","152.3384867","20150310","13:30:00","Broughton.Island","No-take","Broughton.Island","28","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ05","Labridae","Ophthalmolepis","lineolatus",297.80301,"1173.58089",1,"-32.61938833","152.3385133","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","29","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ05","Cheilodactylidae","Nemadactylus","douglasii",281.6897,"1561.65900",1,"-32.61938833","152.3385133","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","29","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ05","Sparidae","Pagrus","auratus",249.12217,"1315.01865",1,"-32.61938833","152.3385133","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","29","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ05","Sparidae","Pagrus","auratus",250.87196,"1531.37856",1,"-32.61938833","152.3385133","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","29","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ05","Sparidae","Pagrus","auratus",236.00442,"1375.96401",1,"-32.61938833","152.3385133","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","29","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ05","Sparidae","Pagrus","auratus",251.47142,"1391.60971",1,"-32.61938833","152.3385133","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","29","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Labridae","Ophthalmolepis","lineolatus",269.35227,"1296.19247",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Labridae","Ophthalmolepis","lineolatus",264.03769,"838.92775",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Labridae","Ophthalmolepis","lineolatus",220.41426,"1232.04111",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Labridae","Ophthalmolepis","lineolatus",258.14411,"911.72798",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Labridae","Ophthalmolepis","lineolatus",202.85967,"1838.33407",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",221.19725,"987.44322",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",260.77364,"1891.70128",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",283.82206,"963.83261",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",313.19615,"869.39684",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",290.05722,"897.38956",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",241.99785,"1470.27978",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",270.98001,"1666.08358",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",214.41109,"1254.49502",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",268.16249,"1164.73028",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ06","Sparidae","Pagrus","auratus",328.0217,"1140.39022",1,"-32.61762833","152.3374617","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ07","Sparidae","Pagrus","auratus",273.78369,"2113.59217",1,"-32.61544667","152.3368333","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ07","Sparidae","Pagrus","auratus",174.18409,"1678.54308",1,"-32.61544667","152.3368333","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ07","Sparidae","Pagrus","auratus",193.96163,"1696.35182",1,"-32.61544667","152.3368333","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ07","Labridae","Ophthalmolepis","lineolatus",241.39584,"1766.60586",1,"-32.61544667","152.3368333","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ07","Labridae","Ophthalmolepis","lineolatus",228.4125,"1857.81064",1,"-32.61544667","152.3368333","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ07","Cheilodactylidae","Nemadactylus","douglasii",308.45979,"2444.84634",1,"-32.61544667","152.3368333","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","30","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Cheilodactylidae","Nemadactylus","douglasii",322.69795,"1443.46206",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Cheilodactylidae","Nemadactylus","douglasii",320.27134,"2087.75226",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Labridae","Ophthalmolepis","lineolatus",294.9173,"1651.33145",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Labridae","Ophthalmolepis","lineolatus",374.40503,"2720.25772",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",205.66426,"1069.97371",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",190.69114,"1070.29419",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",213.54799,"1780.32800",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",304.60258,"1060.41690",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",269.43169,"2158.67411",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",236.78846,"2130.40827",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","BISZ08","Sparidae","Pagrus","auratus",248.13587,"906.36948",1,"-32.61470167","152.3333367","20150310","15:00:00","Broughton.Island","No-take","Broughton.Island","21.5","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",228.12085,"2405.70155",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Labridae","Ophthalmolepis","lineolatus",228.88454,"1767.68379",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",257.83581,"2081.04206",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",260.89546,"2089.15022",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Labridae","Ophthalmolepis","lineolatus",283.60567,"1270.23093",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Labridae","Ophthalmolepis","lineolatus",241.15652,"903.21055",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Labridae","Ophthalmolepis","lineolatus",264.05466,"1464.53956",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",254.09571,"2067.99544",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",234.42372,"2863.55308",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",241.82757,"1983.09371",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",250.88655,"1137.75542",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",206.97043,"2189.59807",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",205.0944,"1891.07141",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ02","Sparidae","Pagrus","auratus",207.28266,"1930.70713",1,"-32.74205833","152.20863","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","21.4","KL","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park Summer Monitoring Program","2015-02_PSGLMP_StereoBRUVs","FIHPZ03","Cheilodactylidae","Nemadactylus","douglasii",336.77205,"2905.34488",1,"-32.744055","152.209368","20150313","08:30:00","Fingal.Island","Fished","Fingal.Island","30","KL","Yes","Yes",NA
