"campaignid","sample","frame","family","genus","species","maxn","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"2009-08_PSGLMP_BRUVs","BH01","5582","Brachaeluridae","Brachaelurus","waddi",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","46583","Carangidae","Pseudocaranx","dentex",12,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","37626","Carangidae","Trachurus","novaezelandiae",7,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","11038","Cheilodactylidae","Nemadactylus","douglasii",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","32942","Dasyatidae","Dasyatis","brevicaudata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","32942","Echeneidae","Echeneis","naucrates",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","20025","Enoplosidae","Enoplosus","armatus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","9212","Labridae","Notolabrus","gymnogenis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","18131","Labridae","Ophthalmolepis","lineolatus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","22809","Monacanthidae","Meuschenia","freycineti",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","51058","Muraenidae","Gymnothorax","prasinus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","12503","Scorpaenidae","Scorpaena","cardinalis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","35961","Scorpididae","Atypichthys","strigatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","35153","Scorpididae","Scorpis","lineolata",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","23110","Serranidae","Acanthistius","ocellatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","6499","Serranidae","Hypoplectrodes","maccullochi",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH01","53342","Sparidae","Pagrus","auratus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06488833","152.5705217","20090801","09:00:00","Black.Head","Fished","Black.Head","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","24810","Acanthuridae","Prionurus","microlepidotus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","5234","Carangidae","Pseudocaranx","dentex",20,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","40818","Carangidae","Trachurus","novaezelandiae",25,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","47896","Dinolestidae","Dinolestes","lewini",11,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","14461","Enoplosidae","Enoplosus","armatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","18613","Kyphosidae","Girella","tricuspidata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","8769","Labridae","Notolabrus","gymnogenis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","28925","Labridae","Ophthalmolepis","lineolatus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","45582","Muraenidae","Gymnothorax","prasinus",3,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","10559","Scorpaenidae","Scorpaena","cardinalis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","27867","Scorpididae","Scorpis","lineolata",5,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","9453","Serranidae","Acanthistius","ocellatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","33955","Serranidae","Hypoplectrodes","annulatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH02","7471","Serranidae","Hypoplectrodes","maccullochi",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06542167","152.5670233","20090801","09:00:00","Black.Head","Fished","Black.Head","25","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","28710","Carangidae","Pseudocaranx","dentex",3,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","47396","Carangidae","Trachurus","novaezelandiae",20,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","35521","Cheilodactylidae","Cheilodactylus","fuscus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","28710","Cheilodactylidae","Nemadactylus","douglasii",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","13951","Dasyatidae","Dasyatis","brevicaudata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","7926","Labridae","Notolabrus","gymnogenis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","41781","Labridae","Ophthalmolepis","lineolatus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","52843","Monacanthidae","Meuschenia","freycineti",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","41988","Muraenidae","Gymnothorax","prasinus",3,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","50143","Myliobatidae","Myliobatis","australis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","7349","Scorpaenidae","Scorpaena","cardinalis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","5365","Scorpididae","Atypichthys","strigatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","17416","Scorpididae","Scorpis","lineolata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","37922","Serranidae","Acanthistius","ocellatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","20887","Serranidae","Hypoplectrodes","annulatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH04","6534","Sparidae","Pagrus","auratus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.06815","152.5663133","20090801","09:00:00","Black.Head","Fished","Black.Head","21","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","38049","Carangidae","Trachurus","novaezelandiae",60,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","31879","Cheilodactylidae","Nemadactylus","douglasii",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","8073","Labridae","Notolabrus","gymnogenis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","24404","Labridae","Ophthalmolepis","lineolatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","26253","Muraenidae","Gymnothorax","prasinus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","29062","Pomacentridae","Parma","microlepis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","3953","Scorpaenidae","Scorpaena","cardinalis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","36586","Scorpididae","Atypichthys","strigatus",5,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BH05","16401","Scorpididae","Scorpis","lineolata",9,"Port Stephens-Great Lakes Marine Park MER Program","-32.07095167","152.5675983","20090801","09:00:00","Black.Head","Fished","Black.Head","23","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","1876","Cheilodactylidae","Cheilodactylus","fuscus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","44423","Cheilodactylidae","Nemadactylus","douglasii",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","43307","Dasyatidae","Dasyatis","brevicaudata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","14409","Labridae","Achoerodus","viridis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","1876","Labridae","Coris","picta",3,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","1126","Labridae","Notolabrus","gymnogenis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","30422","Labridae","Ophthalmolepis","lineolatus",7,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","1789","Labridae","Pseudolabrus","guentheri",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","16198","Monacanthidae","Eubalichthys","mosaicus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","29649","Monacanthidae","Meuschenia","flavolineata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","10950","Monacanthidae","Meuschenia","freycineti",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","10895","Monacanthidae","Meuschenia","scaber",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","16584","Monacanthidae","Meuschenia","venusta",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","4691","Mullidae","Parupeneus","spilurus",5,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","650","Mullidae","Upeneichthys","lineatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","32655","Muraenidae","Gymnothorax","prasinus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","37493","Odontaspididae","Carcharias","taurus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","756","Pomacentridae","Parma","microlepis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","9232","Scorpaenidae","Scorpaena","cardinalis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","936","Scorpididae","Atypichthys","strigatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","38200","Scorpididae","Scorpis","lineolata",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ01","42869","Sparidae","Pagrus","auratus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.632885","152.313255","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","25.5","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","19187","Aulopidae","Aulopus","purpurissatus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","30756","Cheilodactylidae","Cheilodactylus","fuscus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","19524","Cheilodactylidae","Nemadactylus","douglasii",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","51408","Labridae","Coris","picta",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","22668","Labridae","Notolabrus","gymnogenis",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","1971","Labridae","Ophthalmolepis","lineolatus",4,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","11812","Monacanthidae","Meuschenia","flavolineata",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","26106","Monacanthidae","Meuschenia","freycineti",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","8250","Monacanthidae","Meuschenia","scaber",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","14608","Monacanthidae","Meuschenia","trachylepis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","2264","Mullidae","Upeneichthys","lineatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","21877","Muraenidae","Gymnothorax","prasinus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","233","Pomacentridae","Parma","microlepis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","3780","Scorpaenidae","Scorpaena","cardinalis",4,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","48846","Scorpididae","Atypichthys","strigatus",65,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","3103","Serranidae","Hypoplectrodes","maccullochi",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ02","4096","Sparidae","Pagrus","auratus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.634585","152.312395","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","2565","Aulopidae","Aulopus","purpurissatus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","1841","Cheilodactylidae","Nemadactylus","douglasii",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","52864","Heterodontidae","Heterodontus","portusjacksoni",3,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","36240","Labridae","Coris","picta",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","45147","Labridae","Notolabrus","gymnogenis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","43078","Labridae","Ophthalmolepis","lineolatus",7,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","36063","Monacanthidae","Meuschenia","freycineti",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","10708","Monacanthidae","Meuschenia","scaber",4,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","15593","Monacanthidae","Meuschenia","trachylepis",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","31030","Muraenidae","Gymnothorax","prasinus",1,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","3852","Scorpididae","Atypichthys","strigatus",30,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","37604","Scorpididae","Scorpis","lineolata",5,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
"2009-08_PSGLMP_BRUVs","BIHPZ03","15095","Sparidae","Pagrus","auratus",2,"Port Stephens-Great Lakes Marine Park MER Program","-32.63403167","152.3098133","20090801","09:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","No",NA
