"campaignid","sample","family","genus","species","maxn"
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Mullidae","Upeneus","tragula",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Nemipteridae","Scolopsis","monogramma",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Platycephalidae","Unknown","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Scaridae","Scarus","ghobban",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Scaridae","Scarus","spp",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Scombridae","Scomberomorus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Serranidae","Epinephelus","bilobatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Serranidae","Plectropomus","spp",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Siganidae","Siganus","fuscescens",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1516","Sphyraenidae","Sphyraena","obtusata",11
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Carangidae","Atule","mate",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Hemiscylliidae","Chiloscyllium","punctatum",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Anampses","lennardi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Cheilio","inermis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Choerodon","cauteroma",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Choerodon","cyanodus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Choerodon","schoenleinii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Coris","pictoides",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Labridae","Halichoeres","nebulosus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Lethrinidae","Lethrinus","punctulatus",107
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Lutjanidae","Lutjanus","carponotatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Mullidae","Parupeneus","indicus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Mullidae","Parupeneus","spilurus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Mullidae","Upeneus","tragula",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Nemipteridae","Pentapodus","porosus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Nemipteridae","Pentapodus","vitta",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Scaridae","Scarus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Scombridae","Scomberomorus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Siganidae","Siganus","fuscescens",17
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1517","Sphyraenidae","Sphyraena","obtusata",12
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Chaetodontidae","Chaetodon","aureofasciatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Echeneidae","Echeneis","naucrates",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Labridae","Choerodon","cauteroma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Labridae","Choerodon","cyanodus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Labridae","Halichoeres","nebulosus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Lethrinidae","Lethrinus","nebulosus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Lethrinidae","Lethrinus","punctulatus",16
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Lutjanidae","Lutjanus","carponotatus",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Mullidae","Parupeneus","indicus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Mullidae","Upeneus","tragula",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Nemipteridae","Pentapodus","porosus",18
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Nemipteridae","Scolopsis","monogramma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1518","Scombridae","Scomberomorus","spp",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Balistidae","Abalistes","stellatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Chaetodontidae","Chaetodon","aureofasciatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Anampses","lennardi",7
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Cheilinus","chlorourus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Cheilio","inermis",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Choerodon","cauteroma",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Choerodon","cyanodus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Choerodon","schoenleinii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Halichoeres","nebulosus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Halichoeres","nigrescens",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Labridae","Pteragogus","flagellifer",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Lethrinidae","Lethrinus","laticaudis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Lethrinidae","Lethrinus","punctulatus",22
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Lutjanidae","Lutjanus","carponotatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Mullidae","Parupeneus","indicus",10
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Muraenidae","Gymnothorax","undulatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Myliobatidae","Aetobatus","ocellatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Nemipteridae","Scolopsis","monogramma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Pomacentridae","Pomacentrus","milleri",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Scaridae","Scarus","ghobban",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Scaridae","Scarus","spp",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1521","Serranidae","Plectropomus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Acanthuridae","Acanthurus","grammoptilus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Carangidae","Atule","mate",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Carangidae","Carangoides","fulvoguttatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Carangidae","Gnathanodon","speciosus",11
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Carcharhinidae","Galeocerdo","cuvier",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Carcharhinidae","Negaprion","acutidens",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Chaetodontidae","Parachaetodon","ocellatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Dasyatidae","Neotrygon","australiae",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Echeneidae","Echeneis","naucrates",7
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Anampses","lennardi",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Cheilio","inermis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Choerodon","cauteroma",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Choerodon","cyanodus",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Choerodon","schoenleinii",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Choerodon","vitta",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Halichoeres","nebulosus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Halichoeres","nigrescens",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Labridae","Leptojulis","cyanopleura",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Lethrinidae","Lethrinus","laticaudis",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Lethrinidae","Lethrinus","nebulosus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Lethrinidae","Lethrinus","punctulatus",24
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Lutjanidae","Lutjanus","carponotatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Mullidae","Parupeneus","indicus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Muraenidae","Gymnothorax","undulatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Nemipteridae","Pentapodus","vitta",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Nemipteridae","Scolopsis","monogramma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Pomacentridae","Neopomacentrus","filamentosus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Scaridae","Scarus","ghobban",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Scaridae","Scarus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Scombridae","Scomberomorus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Serranidae","Epinephelus","bilobatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Serranidae","Epinephelus","coioides",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Serranidae","Plectropomus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Siganidae","Siganus","fuscescens",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1522","Stegostomatidae","Stegostoma","fasciatum",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Carangidae","Atule","mate",12
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Carangidae","Carangoides","gymnostethus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Carangidae","Gnathanodon","speciosus",14
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Chaetodontidae","Chelmon","marginalis",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Haemulidae","Diagramma","pictum labiosum",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Labridae","Cheilinus","chlorourus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Labridae","Choerodon","cauteroma",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Labridae","Choerodon","cyanodus",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Lethrinidae","Lethrinus","nebulosus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Lutjanidae","Lutjanus","carponotatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Mullidae","Parupeneus","indicus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Nemipteridae","Scolopsis","monogramma",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Scaridae","Scarus","ghobban",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1523","Siganidae","Siganus","fuscescens",10
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Caesionidae","Caesio","cuning",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Labridae","Cheilinus","chlorourus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Labridae","Choerodon","cauteroma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Labridae","Choerodon","cyanodus",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Labridae","Choerodon","vitta",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Lutjanidae","Lutjanus","lemniscatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Mullidae","Parupeneus","indicus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Nemipteridae","Pentapodus","porosus",9
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Nemipteridae","Scolopsis","monogramma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Plotosidae","Paraplotosus","butleri",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Pomacentridae","Pomacentrus","nagasakiensis",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Scaridae","Scarus","spp",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Scombridae","Scomberomorus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Serranidae","Epinephelus","bilobatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Serranidae","Epinephelus","rivulatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1525","Tetraodontidae","Arothron","hispidus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Chaetodontidae","Chaetodon","aureofasciatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Cheilio","inermis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Choerodon","cyanodus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Choerodon","schoenleinii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Halichoeres","nigrescens",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Labroides","dimidiatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Labridae","Pteragogus","flagellifer",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Lethrinidae","Lethrinus","punctulatus",22
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Lutjanidae","Lutjanus","carponotatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Lutjanidae","Lutjanus","vitta",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Lutjanidae","Symphorus","nematophorus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Monacanthidae","Monacanthus","chinensis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Mullidae","Parupeneus","indicus",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Mullidae","Upeneus","tragula",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Nemipteridae","Pentapodus","emeryii",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Nemipteridae","Pentapodus","porosus",28
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Nemipteridae","Scolopsis","monogramma",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Scaridae","Scarus","ghobban",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Scaridae","Scarus","spp",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1526","Siganidae","Siganus","fuscescens",10
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Balistidae","Abalistes","stellatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Caesionidae","Caesio","cuning",35
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Caesionidae","Pterocaesio","digramma",97
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Labridae","Choerodon","cauteroma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Labridae","Choerodon","cyanodus",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Labridae","Choerodon","schoenleinii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Lethrinidae","Lethrinus","nebulosus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Lutjanidae","Lutjanus","carponotatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Lutjanidae","Symphorus","nematophorus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Microdesmidae","Ptereleotris","microlepis",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Mullidae","Parupeneus","indicus",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Nemipteridae","Pentapodus","emeryii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Nemipteridae","Scolopsis","monogramma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1527","Serranidae","Plectropomus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Acanthuridae","Naso","unicornis",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Caesionidae","Caesio","caerulaurea",9
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Caesionidae","Caesio","cuning",20
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Caesionidae","Pterocaesio","digramma",195
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Carangidae","Carangoides","fulvoguttatus",11
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Carangidae","Gnathanodon","speciosus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Carcharhinidae","Carcharhinus","melanopterus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Chaetodontidae","Chaetodon","aureofasciatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Chaetodontidae","Chelmon","marginalis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Chaetodontidae","Parachaetodon","ocellatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Bodianus","axillaris",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Cheilinus","chlorourus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Choerodon","cauteroma",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Choerodon","cyanodus",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Choerodon","schoenleinii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Hemigymnus","melapterus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Labroides","dimidiatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Labridae","Thalassoma","lunare",17
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lethrinidae","Lethrinus","olivaceus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lutjanidae","Lutjanus","carponotatus",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lutjanidae","Lutjanus","lemniscatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lutjanidae","Lutjanus","quinquelineatus",45
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lutjanidae","Lutjanus","russellii",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lutjanidae","Lutjanus","vitta",19
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Lutjanidae","Symphorus","nematophorus",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Mullidae","Parupeneus","indicus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Nemipteridae","Scolopsis","bilineata",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Pomacanthidae","Pomacanthus","sexstriatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Pomacentridae","Abudefduf","bengalensis",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Pomacentridae","Chromis","cinerascens",33
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Pomacentridae","Pomacentrus","nigromanus",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Scaridae","Scarus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Serranidae","Cephalopholis","miniata",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Serranidae","Epinephelus","bilobatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Serranidae","Epinephelus","fasciatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Serranidae","Plectropomus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Siganidae","Siganus","doliatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1528","Siganidae","Siganus","fuscescens",12
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Caesionidae","Caesio","cuning",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Carangidae","Carangoides","fulvoguttatus",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Carcharhinidae","Carcharhinus","melanopterus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Echeneidae","Echeneis","naucrates",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Grammistidae","Diploprion","bifasciatum",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Labridae","Anampses","lennardi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Labridae","Choerodon","cauteroma",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Labridae","Choerodon","cyanodus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Labridae","Coris","pictoides",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Lethrinidae","Lethrinus","nebulosus",6
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Lethrinidae","Lethrinus","olivaceus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Lethrinidae","Lethrinus","punctulatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Lutjanidae","Lutjanus","carponotatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Lutjanidae","Lutjanus","lemniscatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Microdesmidae","Ptereleotris","microlepis",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Nemipteridae","Scolopsis","monogramma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Scaridae","Scarus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Scombridae","Scomberomorus","spp",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Serranidae","Epinephelus","fasciatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1529","Serranidae","Plectropomus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Acanthuridae","Acanthurus","grammoptilus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Balistidae","Abalistes","stellatus",4
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Carangidae","Atule","mate",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Carangidae","Carangoides","caeruleopinnatus",7
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Grammistidae","Diploprion","bifasciatum",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Haemulidae","Plectorhinchus","vittatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Anampses","lennardi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Cheilinus","chlorourus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Choerodon","cyanodus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Halichoeres","melanochir",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Hemigymnus","melapterus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Labroides","dimidiatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Labridae","Thalassoma","lunare",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Lethrinidae","Lethrinus","punctulatus",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Lutjanidae","Lutjanus","carponotatus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Lutjanidae","Lutjanus","lemniscatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Nemipteridae","Pentapodus","emeryii",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Ostraciidae","Ostracion","cubicus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Pomacentridae","Abudefduf","bengalensis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Pomacentridae","Pomacentrus","nagasakiensis",3
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Scaridae","Scarus","ghobban",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Scombridae","Scomberomorus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Serranidae","Epinephelus","bilobatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Serranidae","Epinephelus","fasciatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Serranidae","Plectropomus","spp",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Siganidae","Siganus","doliatus",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1530","Siganidae","Siganus","fuscescens",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Carangidae","Atule","mate",5
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Chaetodontidae","Chaetodon","aureofasciatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Labridae","Choerodon","cauteroma",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Labridae","Choerodon","cyanodus",2
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Labridae","Choerodon","vitta",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Lethrinidae","Lethrinus","punctulatus",37
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Lutjanidae","Lutjanus","carponotatus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Monacanthidae","Monacanthus","chinensis",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Mullidae","Parupeneus","indicus",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Nemipteridae","Pentapodus","emeryii",1
"2015-09_Dampier.Archipelago_stereoBRUVs","NCB1531","Nemipteridae","Pentapodus","porosus",2
