"campaignid","sample","family","genus","species","maxn"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Carangidae","Atule","mate",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Carcharhinidae","Galeocerdo","cuvier",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Chaetodontidae","Chaetodon","aureofasciatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Chaetodontidae","Chelmon","marginalis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Chaetodontidae","Coradion","chrysozonus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Chaetodontidae","Parachaetodon","ocellatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Haemulidae","Diagramma","pictum labiosum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Labridae","Choerodon","cauteroma",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Labridae","Choerodon","cephalotes",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Labridae","Choerodon","vitta",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Lethrinidae","Lethrinus","punctulatus",12
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Mullidae","Upeneus","tragula",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Nemipteridae","Pentapodus","porosus",16
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Nemipteridae","Scolopsis","monogramma",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Pomacentridae","Neopomacentrus","filamentosus",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Rachycentridae","Rachycentron","canadum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Serranidae","Epinephelus","bilobatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB1","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Balistidae","Abalistes","stellatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Carangidae","Carangoides","fulvoguttatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Carcharhinidae","Carcharhinus","limbatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Haemulidae","Diagramma","pictum labiosum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Hemiscylliidae","Chiloscyllium","punctatum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Labridae","Coris","caudimacula",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Microdesmidae","Ptereleotris","monoptera",16
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Mullidae","Parupeneus","indicus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Nemipteridae","Pentapodus","porosus",21
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Nemipteridae","Scolopsis","monogramma",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB10","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Acanthuridae","Acanthurus","grammoptilus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Carangidae","Carangoides","fulvoguttatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Carangidae","Caranx","papuensis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Chaetodontidae","Chelmon","marginalis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Labridae","Choerodon","schoenleinii",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Labridae","Choerodon","vitta",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Mullidae","Parupeneus","indicus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Nemipteridae","Pentapodus","porosus",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Scaridae","Scarus","ghobban",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Serranidae","Epinephelus","polyphekadion",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB100","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Acanthuridae","Acanthurus","grammoptilus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Carangidae","Caranx","papuensis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Chaetodontidae","Heniochus","acuminatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Haemulidae","Diagramma","pictum labiosum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Labridae","Anampses","lennardi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Labridae","Choerodon","cauteroma",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Labridae","Choerodon","cyanodus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Labridae","Choerodon","schoenleinii",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Labridae","Halichoeres","melanochir",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Lethrinidae","Lethrinus","laticaudis",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Muraenidae","Gymnothorax","undulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Nemipteridae","Pentapodus","emeryii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Nemipteridae","Pentapodus","porosus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Pomacentridae","Neopomacentrus","filamentosus",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Pomacentridae","Pomacentrus","milleri",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Scaridae","Scarus","ghobban",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Scaridae","Scarus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Serranidae","Epinephelus","bilobatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Serranidae","Epinephelus","coioides",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Serranidae","Epinephelus","malabaricus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB101","Siganidae","Siganus","doliatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Acanthuridae","Acanthurus","grammoptilus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Carangidae","Scomberoides","commersonnianus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Haemulidae","Diagramma","pictum labiosum",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Lethrinidae","Lethrinus","laticaudis",7
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Lethrinidae","Lethrinus","nebulosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Lutjanidae","Lutjanus","carponotatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Nemipteridae","Pentapodus","porosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Nemipteridae","Scolopsis","monogramma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Serranidae","Epinephelus","bilobatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Serranidae","Epinephelus","malabaricus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB102","Sphyraenidae","Sphyraena","jello",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Carangidae","Caranx","papuensis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Elopidae","Elops","hawaiensis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Labridae","Leptojulis","cyanopleura",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Lethrinidae","Lethrinus","nebulosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Nemipteridae","Pentapodus","porosus",14
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB103","Sphyraenidae","Sphyraena","jello",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Carangidae","Carangoides","fulvoguttatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Carangidae","Caranx","papuensis",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Carcharhinidae","Carcharhinus","melanopterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Carcharhinidae","Triaenodon","obesus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Chaetodontidae","Chaetodon","aureofasciatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Chaetodontidae","Chelmon","marginalis",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Echeneidae","Echeneis","naucrates",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Labridae","Halichoeres","melanochir",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Labridae","Hemigymnus","melapterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lethrinidae","Lethrinus","laticaudis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lethrinidae","Lethrinus","lentjan",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lethrinidae","Lethrinus","nebulosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lutjanidae","Lutjanus","carponotatus",7
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lutjanidae","Lutjanus","lemniscatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lutjanidae","Lutjanus","russellii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Pomacentridae","Abudefduf","bengalensis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Pomacentridae","Neopomacentrus","filamentosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Pomacentridae","Pomacentrus","milleri",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Scaridae","Scarus","ghobban",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Scaridae","Scarus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Serranidae","Epinephelus","bilobatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Serranidae","Epinephelus","fuscoguttatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Serranidae","Epinephelus","malabaricus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Serranidae","Epinephelus","polyphekadion",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB104","Siganidae","Siganus","doliatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Carcharhinidae","Carcharhinus","melanopterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Elopidae","Elops","hawaiensis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Lethrinidae","Lethrinus","nebulosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Mullidae","Upeneus","tragula",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Nemipteridae","Nemipterus","spp",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Nemipteridae","Pentapodus","porosus",7
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB105","Scombridae","Scomberomorus","spp",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Carcharhinidae","Carcharhinus","melanopterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Carcharhinidae","Loxodon","macrorhinus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Haemulidae","Diagramma","pictum labiosum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Lethrinidae","Lethrinus","laticaudis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Lethrinidae","Lethrinus","lentjan",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Lethrinidae","Lethrinus","punctulatus",9
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Lutjanidae","Lutjanus","carponotatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Pomacentridae","Neopomacentrus","filamentosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Serranidae","Epinephelus","bilobatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB106","Siganidae","Siganus","fuscescens",9
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Elopidae","Elops","hawaiensis",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Labridae","Choerodon","cauteroma",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Lethrinidae","Lethrinus","nebulosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Lutjanidae","Lutjanus","carponotatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Nemipteridae","Pentapodus","porosus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Scaridae","Scarus","ghobban",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Scombridae","Scomberomorus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB107","Sphyraenidae","Sphyraena","jello",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Acanthuridae","Acanthurus","grammoptilus",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Chaetodontidae","Heniochus","acuminatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Labridae","Choerodon","cauteroma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Labridae","Halichoeres","nebulosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Lethrinidae","Lethrinus","laticaudis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Lethrinidae","Lethrinus","lentjan",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Lethrinidae","Lethrinus","nebulosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Lethrinidae","Lethrinus","punctulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Lutjanidae","Lutjanus","carponotatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Nemipteridae","Scolopsis","monogramma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Pomacanthidae","Pomacanthus","sexstriatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Pomacentridae","Abudefduf","bengalensis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Serranidae","Plectropomus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Siganidae","Siganus","doliatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Siganidae","Siganus","fuscescens",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB108","Siganidae","Siganus","lineatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Carangidae","Caranx","papuensis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Lethrinidae","Lethrinus","laticaudis",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Lutjanidae","Lutjanus","carponotatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Pomacentridae","Abudefduf","bengalensis",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Scaridae","Scarus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB109","Scombridae","Scomberomorus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Acanthuridae","Acanthurus","grammoptilus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Balistidae","Abalistes","stellatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Ephippidae","Platax","batavianus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Haemulidae","Diagramma","pictum labiosum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Labridae","Choerodon","cauteroma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Labridae","Labroides","dimidiatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Labridae","Thalassoma","lunare",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Lethrinidae","Lethrinus","punctulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Plotosidae","Paraplotosus","butleri",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Pomacentridae","Chromis","fumea",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Scaridae","Scarus","ghobban",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Serranidae","Cephalopholis","boenak",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Serranidae","Epinephelus","quoyanus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB11","Siganidae","Siganus","fuscescens",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Carangidae","Carangoides","fulvoguttatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Carangidae","Gnathanodon","speciosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Elopidae","Elops","hawaiensis",1
