"campaignid","sample","family","genus","species","length","range","number","comment","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB95","Carcharhinidae","Carcharhinus","melanopterus",1039.75683,3609.00885,1,"NA","Pilbara Marine Conservation Partnership",-21.2317437,115.478332,20140509,14:45:00,"Pilbara","Fished","NA",8.7,"ET","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB9","Sphyraenidae","Sphyraena","jello",1139.53511,2645.64566,1,"NA","Pilbara Marine Conservation Partnership",-20.5994323,116.4646423,20140506,08:54:00,"Pilbara","Fished","NA",14.5,"Matt","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB119","Carcharhinidae","Carcharhinus","melanopterus",1012.2147,4052.60863,1,"NA","Pilbara Marine Conservation Partnership",-21.3164432,115.1588172,20140510,11:53:00,"Pilbara","Fished","NA",8.5,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB266","Serranidae","Epinephelus","malabaricus",1064.73138,4572.09052,1,"NA","Pilbara Marine Conservation Partnership",-21.7939657,114.1413113,20140515,11:55:00,"Lighthouse.Sanctuary","No-take","NA",8.8,"Matt","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB81","Carcharhinidae","Carcharhinus","melanopterus",1028.92658,2508.02991,1,"NA","Pilbara Marine Conservation Partnership",-21.0963462,115.6607532,20140509,08:46:00,"Pilbara","Fished","NA",8.3,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB248","Carcharhinidae","Carcharhinus","amboinensis",1790.06245,3611.71466,1,"NA","Pilbara Marine Conservation Partnership",-21.8264435,114.1863186,20140514,15:46:00,"Between.Bundegi.and.Murat","Fished","NA",8.5,"Matt","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB244","Carcharhinidae","Carcharhinus","amblyrhynchos",1066.32846,4004.02185,1,"NA","Pilbara Marine Conservation Partnership",-21.8472912,114.1800213,20140514,15:28:00,"Between.Bundegi.and.Murat","Fished","NA",7.9,"Matt","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB25","Ginglymostomatidae","Nebrius","ferrugineus",1435.59642,3712.97032,1,"NA","Pilbara Marine Conservation Partnership",-20.3503235,116.8366883,20140506,15:03:00,"Pilbara","Fished","NA",15.4,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB25","Carcharhinidae","Triaenodon","obesus",1147.8137,4732.07125,1,"NA","Pilbara Marine Conservation Partnership",-20.3503235,116.8366883,20140506,15:03:00,"Pilbara","Fished","NA",15.4,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB125","Carcharhinidae","Negaprion","acutidens",1908.9066,3206.83644,1,"NA","Pilbara Marine Conservation Partnership",-21.3129208,114.994699,20140510,14:20:00,"Pilbara","Fished","NA",10.6,"Emma","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Carcharhinidae","Triaenodon","obesus",1142.75746,3555.49787,1,"NA","Pilbara Marine Conservation Partnership",-21.3021023,115.2096992,20140510,11:38:00,"Pilbara","Fished","NA",8.1,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB80","Carcharhinidae","Carcharhinus","tilstoni",1075.4017,2782.74165,1,"NA","Pilbara Marine Conservation Partnership",-21.1054295,115.6570612,20140509,08:41:00,"Pilbara","Fished","NA",8.6,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB80","Carcharhinidae","Carcharhinus","melanopterus",1125.56557,3042.95897,1,"NA","Pilbara Marine Conservation Partnership",-21.1054295,115.6570612,20140509,08:41:00,"Pilbara","Fished","NA",8.6,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB262","Carcharhinidae","Carcharhinus","amblyrhynchos",1018.55488,5081.45121,1,"NA","Pilbara Marine Conservation Partnership",-21.7850353,114.151396,20140515,11:37:00,"Lighthouse.Sanctuary","No-take","NA",8.8,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB262","Sphyrnidae","Sphyrna","mokarran",2983.66761,4423.49545,1,"NA","Pilbara Marine Conservation Partnership",-21.7850353,114.151396,20140515,11:37:00,"Lighthouse.Sanctuary","No-take","NA",8.8,"Todd","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB176","Dasyatidae","Taeniurops","meyeni",1211.339,1578.16837,1,"NA","Pilbara Marine Conservation Partnership",-21.5526793,114.7276029,20140512,13:34:00,"Pilbara","Fished","NA",11.6,"Emma","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB140","Sphyrnidae","Sphyrna","mokarran",1850.01207,2541.22107,1,"NA","Pilbara Marine Conservation Partnership",-21.4454876,114.9118011,20140511,10:03:00,"Pilbara","Fished","NA",8.7,"Katrina","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB48","Carcharhinidae","Galeocerdo","cuvier",3159.82193,6322.3247,1,"NA","Pilbara Marine Conservation Partnership",-20.7789587,116.2804953,20140507,14:41:00,"Pilbara","Fished","NA",9.4,"Matt","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB128","Carcharhinidae","Galeocerdo","cuvier",2499.12993,5034.59043,1,"NA","Pilbara Marine Conservation Partnership",-21.3406173,114.9759887,20140510,14:31:00,"Pilbara","Fished","NA",12,"Emma","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB173","Rhinidae","Rhina","ancylostoma",1797.95586,1943.00099,1,"NA","Pilbara Marine Conservation Partnership",-21.5425919,114.7569686,20140512,11:20:00,"Pilbara","Fished","NA",8.8,"Emma","Yes","Yes"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB264","Serranidae","Epinephelus","malabaricus",1091.99965,6307.8151,1,"NA","Pilbara Marine Conservation Partnership",-21.7897104,114.1465494,20140515,11:46:00,"Lighthouse.Sanctuary","No-take","NA",8,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB422","Rhynchobatidae","Rhynchobatus","australiae",1385.05963,1853.61728,1,"NA","Pilbara Marine Conservation Partnership",-21.466695,114.7346033,20141025,12:05:00,"Pilbara","Fished","NA",49.5,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB433","Carcharhinidae","Carcharhinus","plumbeus",1279.66625,1993.3521,1,"NA","Pilbara Marine Conservation Partnership",-21.31931833,114.889575,20141025,16:14:00,"Pilbara","Fished","NA",56.1,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB441","Carcharhinidae","Carcharhinus","plumbeus",1200.41317,2233.1251,1,"NA","Pilbara Marine Conservation Partnership",-21.21230833,115.0101983,20141026,08:36:00,"Pilbara","Fished","NA",49.1,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB497","Serranidae","Epinephelus","malabaricus",1082.96246,5983.29064,1,"NA","Pilbara Marine Conservation Partnership",-20.40874,115.253315,20141028,08:48:00,"Pilbara","Fished","Montebello.transect",51.6,"Todd","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB483","Carcharhinidae","Negaprion","acutidens",2135.83877,6376.16647,1,"NA","Pilbara Marine Conservation Partnership",-20.56798667,115.157685,20141027,12:05:00,"Pilbara","Fished","NA",50.6,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB468","Serranidae","Epinephelus","tukula",1073.76678,6803.56614,1,"NA","Pilbara Marine Conservation Partnership",-20.74204,115.2246317,20141027,08:42:00,"Pilbara","Fished","NA",49.5,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB453","Sphyraenidae","Sphyraena","jello",1030.06563,1560.33338,1,"NA","Pilbara Marine Conservation Partnership",-20.88230814,115.1957222,20141026,13:04:00,"Pilbara","Fished","NA",50.1,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB453","Sphyraenidae","Sphyraena","jello",1049.45689,1817.79097,1,"NA","Pilbara Marine Conservation Partnership",-20.88230814,115.1957222,20141026,13:04:00,"Pilbara","Fished","NA",50.1,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB470","Sphyraenidae","Sphyraena","jello",1366.7312,3076.82526,1,"NA","Pilbara Marine Conservation Partnership",-20.715765,115.221205,20141027,08:59:00,"Pilbara","Fished","NA",49.6,"Matt","Yes","Yes"
