"campaignid","sample","family","genus","species","length","range","number","comment","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB470","Sphyraenidae","Sphyraena","jello",1369.12368,3154.07859,1,"NA","Pilbara Marine Conservation Partnership",-20.715765,115.221205,20141027,08:59:00,"Pilbara","Fished","NA",49.6,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB470","Sphyraenidae","Sphyraena","jello",1186.17844,3559.37122,1,"NA","Pilbara Marine Conservation Partnership",-20.715765,115.221205,20141027,08:59:00,"Pilbara","Fished","NA",49.6,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB470","Sphyraenidae","Sphyraena","jello",1096.6002,2809.57518,1,"NA","Pilbara Marine Conservation Partnership",-20.715765,115.221205,20141027,08:59:00,"Pilbara","Fished","NA",49.6,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB470","Sphyraenidae","Sphyraena","jello",1053.73685,2692.07128,1,"NA","Pilbara Marine Conservation Partnership",-20.715765,115.221205,20141027,08:59:00,"Pilbara","Fished","NA",49.6,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB447","Serranidae","Epinephelus","coioides",1013.57805,1935.86193,1,"NA","Pilbara Marine Conservation Partnership",-20.91327,115.1955317,20141026,12:58:00,"Pilbara","Fished","NA",51.9,"Matt/Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB506","Serranidae","Epinephelus","tukula",1042.83629,1561.85035,1,"NA","Pilbara Marine Conservation Partnership",-20.24853167,115.231565,20141028,12:26:00,"Pilbara","Fished","Montebello.transect",52.3,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB420","Carcharhinidae","Carcharhinus","amblyrhynchos",1033.42329,4888.90076,1,"NA","Pilbara Marine Conservation Partnership",-21.48755333,114.7022,20141025,12:36:00,"Pilbara","Fished","NA",48,"Salvador","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB504","Serranidae","Epinephelus","tukula",1080.53976,1620.81257,1,"NA","Pilbara Marine Conservation Partnership",-20.25887333,115.2247883,20141028,12:16:00,"Pilbara","Fished","Montebello.transect",50.6,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB455","Sphyraenidae","Sphyraena","jello",1102.13004,4017.98168,1,"NA","Pilbara Marine Conservation Partnership",-20.88650333,115.1939817,20141026,13:48:00,"Pilbara","Fished","NA",51,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB480","Hemigaleidae","Hemipristis","elongata",1246.31915,2464.9475,1,"NA","Pilbara Marine Conservation Partnership",-20.602785,115.1756483,20141027,11:05:00,"Pilbara","Fished","NA",51.2,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB480","Sphyraenidae","Sphyraena","jello",1102.34179,2484.34994,1,"NA","Pilbara Marine Conservation Partnership",-20.602785,115.1756483,20141027,11:05:00,"Pilbara","Fished","NA",51.2,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB424","Scombridae","Scomberomorus","spp",1063.4863,4045.37588,1,"NA","Pilbara Marine Conservation Partnership",-21.43679,114.775405,20141025,13:07:00,"Pilbara","Fished","NA",51.4,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB424","Carcharhinidae","Carcharhinus","plumbeus",2272.03471,7029.27377,1,"NA","Pilbara Marine Conservation Partnership",-21.43679,114.775405,20141025,13:07:00,"Pilbara","Fished","NA",51.4,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB394","Sphyraenidae","Sphyraena","jello",1085.00292,7235.47392,1,"NA","Pilbara Marine Conservation Partnership",-21.60978667,114.25535,20141024,11:44:00,"Pilbara","Fished","NA",53.5,"Todd","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB496","Carcharhinidae","Carcharhinus","limbatus",1941.19291,5194.73683,1,"NA","Pilbara Marine Conservation Partnership",-20.41099,115.2725267,20141028,08:35:00,"Pilbara","Fished","Montebello.transect",50.1,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB496","Ginglymostomatidae","Nebrius","ferrugineus",1283.48473,1789.33652,1,"NA","Pilbara Marine Conservation Partnership",-20.41099,115.2725267,20141028,08:35:00,"Pilbara","Fished","Montebello.transect",50.1,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB496","Serranidae","Epinephelus","malabaricus",1203.37713,4019.49307,1,"NA","Pilbara Marine Conservation Partnership",-20.41099,115.2725267,20141028,08:35:00,"Pilbara","Fished","Montebello.transect",50.1,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB464","Sphyraenidae","Sphyraena","jello",1127.36298,5592.07868,1,"NA","Pilbara Marine Conservation Partnership",-20.789175,115.230935,20141027,08:16:00,"Pilbara","Fished","NA",49.3,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB395","Carcharhinidae","Galeocerdo","cuvier",1215.24561,1870.56457,1,"NA","Pilbara Marine Conservation Partnership",-21.60555667,114.2732233,20141024,11:05:00,"Pilbara","Fished","NA",54.8,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB395","Carcharhinidae","Carcharhinus","limbatus",1709.33195,9133.71381,1,"NA","Pilbara Marine Conservation Partnership",-21.60555667,114.2732233,20141024,11:05:00,"Pilbara","Fished","NA",54.8,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB454","Serranidae","Epinephelus","malabaricus",1092.93763,5431.27023,1,"NA","Pilbara Marine Conservation Partnership",-20.88383667,115.1938333,20141026,13:43:00,"Pilbara","Fished","NA",49.7,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB435","Carcharhinidae","Carcharhinus","limbatus",2492.31072,5420.85386,1,"NA","Pilbara Marine Conservation Partnership",-21.29228333,114.9167817,20141025,16:25:00,"Pilbara","Fished","NA",56.3,"Todd","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB435","Sphyrnidae","Sphyrna","lewini",1315.24424,2073.45079,1,"NA","Pilbara Marine Conservation Partnership",-21.29228333,114.9167817,20141025,16:25:00,"Pilbara","Fished","NA",56.3,"Todd","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB508","Carangidae","Seriola","dumerili",1047.63107,4608.6579,1,"NA","Pilbara Marine Conservation Partnership",-20.23302667,115.2320983,20141028,12:38:00,"Pilbara","Fished","Montebello.transect",53,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB456","Sphyraenidae","Sphyraena","jello",1181.01833,4608.36167,1,"NA","Pilbara Marine Conservation Partnership",-20.89371667,115.19673,20141026,13:51:00,"Pilbara","Fished","NA",51.8,"Charlotte","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB456","Sphyraenidae","Sphyraena","jello",1049.54995,4105.21496,1,"NA","Pilbara Marine Conservation Partnership",-20.89371667,115.19673,20141026,13:51:00,"Pilbara","Fished","NA",51.8,"Charlotte","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB456","Serranidae","Epinephelus","lanceolatus",2050.71012,3802.48248,1,"NA","Pilbara Marine Conservation Partnership",-20.89371667,115.19673,20141026,13:51:00,"Pilbara","Fished","NA",51.8,"Charlotte","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB396","Carcharhinidae","Carcharhinus","plumbeus",1305.26107,6467.36806,1,"NA","Pilbara Marine Conservation Partnership",-21.601425,114.2932383,20141024,11:58:00,"Pilbara","Fished","NA",55.4,"Emma","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB444","Carcharhinidae","Carcharhinus","limbatus",1042.89543,1811.97108,1,"NA","Pilbara Marine Conservation Partnership",-21.16720667,115.04467,20141026,08:56:00,"Pilbara","Fished","NA",50.1,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB451","Serranidae","Epinephelus","coioides",1168.18764,6396.7422,1,"NA","Pilbara Marine Conservation Partnership",-20.89827667,115.19741,20141026,13:32:00,"Pilbara","Fished","NA",50,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB432","Carcharhinidae","Galeocerdo","cuvier",1107.1648,3554.70671,1,"NA","Pilbara Marine Conservation Partnership",-21.33283833,114.8769,20141025,16:09:00,"Pilbara","Fished","NA",55,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB432","Carcharhinidae","Carcharhinus","plumbeus",1323.34672,1721.48868,1,"NA","Pilbara Marine Conservation Partnership",-21.33283833,114.8769,20141025,16:09:00,"Pilbara","Fished","NA",55,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB409","Sphyrnidae","Sphyrna","lewini",1186.51534,3997.83646,1,"NA","Pilbara Marine Conservation Partnership",-21.5589,114.5407667,20141025,08:41:00,"Pilbara","Fished","NA",57.6,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB409","Carcharhinidae","Carcharhinus","plumbeus",1109.29131,4084.03997,1,"NA","Pilbara Marine Conservation Partnership",-21.5589,114.5407667,20141025,08:41:00,"Pilbara","Fished","NA",57.6,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB473","Serranidae","Epinephelus","tukula",1405.86478,2127.29487,1,"NA","Pilbara Marine Conservation Partnership",-20.66132333,115.200075,20141027,09:24:00,"Pilbara","Fished","NA",50,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB512","Dasyatidae","Taeniurops","meyeni",1437.77688,4110.07148,1,"NA","Pilbara Marine Conservation Partnership",-20.17373667,115.3483133,20141028,13:28:00,"Pilbara","Fished","Montebello.transect",45.5,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB458","Serranidae","Epinephelus","tukula",1160.85655,4013.05027,1,"NA","Pilbara Marine Conservation Partnership",-20.84556167,115.22461,20141026,15:47:00,"Pilbara","Fished","NA",51.4,"Charlotte","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB517","Rhynchobatidae","Rhynchobatus","australiae",1013.09711,2321.52998,1,"NA","Pilbara Marine Conservation Partnership",-20.21115667,115.5068717,20141028,16:23:00,"Pilbara","Fished","Montebello.transect",53.8,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB427","Sphyrnidae","Sphyrna","lewini",1408.34975,2100.51473,1,"NA","Pilbara Marine Conservation Partnership",-21.40188667,114.8169317,20141025,15:32:00,"Pilbara","Fished","NA",50.7,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB474","Serranidae","Epinephelus","malabaricus",1008.11983,2897.22056,1,"NA","Pilbara Marine Conservation Partnership",-20.647525,115.2015683,20141027,11:27:00,"Pilbara","Fished","NA",50.4,"Matt","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB484","Sphyraenidae","Sphyraena","jello",1083.03077,2578.84641,1,"NA","Pilbara Marine Conservation Partnership",-20.54246833,115.2619967,20141027,14:28:00,"Pilbara","Fished","Montebello.transect",53,"Derek","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB489","Carcharhinidae","Carcharhinus","plumbeus",1310.23591,4518.17731,1,"NA","Pilbara Marine Conservation Partnership",-20.49891667,115.288895,20141027,14:58:00,"Pilbara","Fished","Montebello.transect",51.3,"Katrina","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB498","Serranidae","Epinephelus","malabaricus",1175.71514,3474.92733,1,"NA","Pilbara Marine Conservation Partnership",-20.411295,115.2291517,20141028,08:56:00,"Pilbara","Fished","Montebello.transect",52.8,"Todd","Yes","Yes"
"2014-10_Exmouth.to.Dampier.deep_stereoBRUVs","NCB412","Carcharhinidae","Carcharhinus","plumbeus",1437.42736,7756.35121,1,"NA","Pilbara Marine Conservation Partnership",-21.54766333,114.5974667,20141025,09:07:00,"Pilbara","Fished","NA",50,"Derek","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB559","Carcharhinidae","Carcharhinus","amblyrhynchos",1330.18671,1437.86952,1,"NA","Pilbara Marine Conservation Partnership",-20.35543,115.5017033,20141029,15:52:00,"N.Montebello.Sanctuary","No-take","9",9,"Katrina","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Carcharhinidae","Carcharhinus","amblyrhynchos",1138.87913,4382.16437,1,"NA","Pilbara Marine Conservation Partnership",-20.39478667,115.491335,20141029,15:11:00,"NW.Montebello","Fished","8",10.7,"Todd","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB527","Carcharhinidae","Carcharhinus","amboinensis",1518.39961,2167.33599,1,"NA","Pilbara Marine Conservation Partnership",-20.58033333,115.4315317,20141029,08:38:00,"SW.Montebello","Fished","2",12.1,"Katrina","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB575","Carcharhinidae","Carcharhinus","melanopterus",1126.55527,2527.13835,1,"NA","Pilbara Marine Conservation Partnership",-20.40385167,115.5895183,20141030,09:51:00,"NE.Montebello","Fished","13",9.7,"ET","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Scombridae","Scomberomorus","spp",1168.82168,4529.24587,1,"NA","Pilbara Marine Conservation Partnership",-20.37015941,115.4968709,20141029,15:41:00,"N.Montebello.Sanctuary","No-take","9",12.6,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Carcharhinidae","Carcharhinus","amblyrhynchos",1087.15119,4082.82669,1,"NA","Pilbara Marine Conservation Partnership",-20.37015941,115.4968709,20141029,15:41:00,"N.Montebello.Sanctuary","No-take","9",12.6,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Carcharhinidae","Carcharhinus","amblyrhynchos",1306.77185,3091.06691,1,"NA","Pilbara Marine Conservation Partnership",-20.37015941,115.4968709,20141029,15:41:00,"N.Montebello.Sanctuary","No-take","9",12.6,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB522","Rhynchobatidae","Rhynchobatus","australiae",2317.5584,2919.64319,1,"NA","Pilbara Marine Conservation Partnership",-20.60826167,115.436625,20141029,08:15:00,"SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Carcharhinidae","Carcharhinus","amblyrhynchos",1577.82535,4963.91183,1,"NA","Pilbara Marine Conservation Partnership",-20.40909333,115.4897267,20141029,13:39:00,"NW.Montebello","Fished","7",10.2,"Todd","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Scombridae","Scomberomorus","spp",1215.87855,2506.07121,1,"NA","Pilbara Marine Conservation Partnership",-20.57062667,115.5806733,20141030,14:18:00,"SE.Montebello","Fished","18",9.4,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Carcharhinidae","Carcharhinus","amblyrhynchos",1537.0337,6878.34451,1,"NA","Pilbara Marine Conservation Partnership",-20.57062667,115.5806733,20141030,14:18:00,"SE.Montebello","Fished","18",9.4,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Ginglymostomatidae","Nebrius","ferrugineus",1303.48176,1575.00835,1,"NA","Pilbara Marine Conservation Partnership",-20.35170167,115.5446517,20141030,07:56:00,"N.Montebello.Sanctuary","No-take","11",9.1,"ET","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carcharhinidae","Carcharhinus","amblyrhynchos",1109.68968,1618.53186,1,"NA","Pilbara Marine Conservation Partnership",-20.53742333,115.4458033,20141029,10:21:00,"SW.Montebello.Sanctuary","No-take","3",9.2,"Todd","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Serranidae","Epinephelus","malabaricus",1131.82901,2089.56565,1,"NA","Pilbara Marine Conservation Partnership",-20.53742333,115.4458033,20141029,10:21:00,"SW.Montebello.Sanctuary","No-take","3",9.2,"Todd","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Carcharhinidae","Carcharhinus","amblyrhynchos",1624.87291,4513.14003,1,"NA","Pilbara Marine Conservation Partnership",-20.36579667,115.498375,20141029,15:44:00,"N.Montebello.Sanctuary","No-take","9",8.3,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Ginglymostomatidae","Nebrius","ferrugineus",1136.2744,1791.06818,1,"NA","Pilbara Marine Conservation Partnership",-20.36579667,115.498375,20141029,15:44:00,"N.Montebello.Sanctuary","No-take","9",8.3,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Carcharhinidae","Carcharhinus","amblyrhynchos",1159.74341,2691.4998,1,"NA","Pilbara Marine Conservation Partnership",-20.36098333,115.5019183,20141029,15:47:00,"N.Montebello.Sanctuary","No-take","9",11.5,"Katrina","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Carcharhinidae","Triaenodon","obesus",1069.14998,4363.12659,1,"NA","Pilbara Marine Conservation Partnership",-20.58195167,115.5806933,20141030,14:24:00,"SE.Montebello","Fished","18",8.1,"Emma","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Ginglymostomatidae","Nebrius","ferrugineus",2079.07934,1790.58766,1,"NA","Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,08:12:00,"SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB578","Sphyraenidae","Sphyraena","jello",1222.92831,4450.69223,1,"NA","Pilbara Marine Conservation Partnership",-20.41755667,115.598655,20141030,10:00:00,"NE.Montebello","Fished","14",8.7,"Matt","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Serranidae","Epinephelus","malabaricus",1255.39927,5801.7633,1,"NA","Pilbara Marine Conservation Partnership",-20.345615,115.5346833,20141030,07:52:00,"N.Montebello.Sanctuary","No-take","11",12.7,"ET","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Carcharhinidae","Carcharhinus","amblyrhynchos",1096.85775,3280.08091,1,"NA","Pilbara Marine Conservation Partnership",-20.404815,115.4870917,20141029,15:05:00,"NW.Montebello","Fished","8",9,"Matt","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB533","Rhynchobatidae","Rhynchobatus","australiae",2309.99446,2882.9695,1,"NA","Pilbara Marine Conservation Partnership",-20.54879,115.4697,20141029,10:34:00,"SW.Montebello.Sanctuary","No-take","3",9.2,"Todd","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB532","Sphyrnidae","Sphyrna","mokarran",3031.17734,3155.04076,1,"NA","Pilbara Marine Conservation Partnership",-20.54477167,115.4574133,20141029,10:28:00,"SW.Montebello.Sanctuary","No-take","3",8,"Todd","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Carcharhinidae","Galeocerdo","cuvier",2134.55123,3532.23298,1,"NA","Pilbara Marine Conservation Partnership",-20.45141167,115.4658633,20141029,13:06:00,"SW.Montebello.Sanctuary","No-take","6",8.5,"Katrina","Yes","Yes"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Elopidae","Elops","hawaiensis",1095.94631,6091.66145,1,"NA","Pilbara Marine Conservation Partnership",-20.4358,115.4761217,20141029,13:15:00,"SW.Montebello.Sanctuary","No-take","6",9.1,"Todd","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB298","Ginglymostomatidae","Nebrius","ferrugineus",1235.04859,1774.32006,1,"NA","Pilbara Marine Conservation Partnership",-22.68147833,113.630265,20141021,08:16:00,"Cloates.Sanctuary","No-take","NA",9.9,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB298","Carcharhinidae","Triaenodon","obesus",1075.89302,3155.28197,1,"NA","Pilbara Marine Conservation Partnership",-22.68147833,113.630265,20141021,08:16:00,"Cloates.Sanctuary","No-take","NA",9.9,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB374","Carangidae","Trachinotus","blochii",1486.71271,8566.222,1,"NA","Pilbara Marine Conservation Partnership",-22.33070333,113.7654983,20141023,12:17:00,"Between.Osprey.and.Winderabandi","Fished","NA",11.8,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB354","Carcharhinidae","Carcharhinus","amblyrhynchos",1045.42861,1972.61644,1,"NA","Pilbara Marine Conservation Partnership",-22.5826,113.6414,20141023,07:54:00,"Between.Winderabandi.and.Cloates","Fished","NA",11.9,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Ginglymostomatidae","Nebrius","ferrugineus",1947.15318,2608.85942,1,"NA","Pilbara Marine Conservation Partnership",-23.336,113.7725217,20141022,11:33:00,"Pelican.Sanctuary","No-take","NA",8.6,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB341","Dasyatidae","Taeniurops","meyeni",1310.1707,5814.24066,1,"NA","Pilbara Marine Conservation Partnership",-23.336,113.7725217,20141022,11:33:00,"Pelican.Sanctuary","No-take","NA",8.6,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB363","Carcharhinidae","Triaenodon","obesus",1200.81415,2285.8692,1,"NA","Pilbara Marine Conservation Partnership",-22.44549833,113.707105,20141023,08:52:00,"Winderaband.Sanctuary","No-take","NA",11.5,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB363","Carcharhinidae","Triaenodon","obesus",1179.79432,2419.41392,1,"NA","Pilbara Marine Conservation Partnership",-22.44549833,113.707105,20141023,08:52:00,"Winderaband.Sanctuary","No-take","NA",11.5,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB363","Carcharhinidae","Triaenodon","obesus",1130.51647,2045.80767,1,"NA","Pilbara Marine Conservation Partnership",-22.44549833,113.707105,20141023,08:52:00,"Winderaband.Sanctuary","No-take","NA",11.5,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB363","Carcharhinidae","Triaenodon","obesus",1137.9517,2038.86588,1,"NA","Pilbara Marine Conservation Partnership",-22.44549833,113.707105,20141023,08:52:00,"Winderaband.Sanctuary","No-take","NA",11.5,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB362","Carcharhinidae","Carcharhinus","amblyrhynchos",1554.76127,8935.48871,1,"NA","Pilbara Marine Conservation Partnership",-22.45642333,113.7042983,20141023,08:48:00,"Winderaband.Sanctuary","No-take","NA",9.9,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB376","Carcharhinidae","Triaenodon","obesus",1068.03027,6613.4249,1,"NA","Pilbara Marine Conservation Partnership",-22.31208667,113.7862817,20141023,14:23:00,"Osprey.Sanctuary","No-take","NA",11.5,"Todd","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB376","Scombridae","Scomberomorus","spp",1144.99198,3781.98492,1,"NA","Pilbara Marine Conservation Partnership",-22.31208667,113.7862817,20141023,14:23:00,"Osprey.Sanctuary","No-take","NA",11.5,"Todd","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB330","Carcharhinidae","Carcharhinus","amblyrhynchos",1879.27603,7543.74264,1,"NA","Pilbara Marine Conservation Partnership",-23.11950667,113.7389117,20141022,08:39:00,"Maud.Sanctuary","No-take","NA",9.3,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB368","Carcharhinidae","Carcharhinus","amblyrhynchos",1256.81148,5829.59915,1,"NA","Pilbara Marine Conservation Partnership",-22.383805,113.740045,20141023,11:05:00,"Winderaband.Sanctuary","No-take","NA",11.9,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB368","Lethrinidae","Lethrinus","nebulosus",1010.8632,7576.75028,1,"NA","Pilbara Marine Conservation Partnership",-22.383805,113.740045,20141023,11:05:00,"Winderaband.Sanctuary","No-take","NA",11.9,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB305","Scombridae","Scomberomorus","spp",1200.88214,7543.20118,1,"NA","Pilbara Marine Conservation Partnership",-22.795865,113.7044317,20141021,11:29:00,"Cloates.Sanctuary","No-take","NA",8,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB329","Carcharhinidae","Carcharhinus","amblyrhynchos",1455.53466,6248.26073,1,"NA","Pilbara Marine Conservation Partnership",-23.111565,113.7364467,20141022,08:34:00,"Maud.Sanctuary","No-take","NA",10,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB283","Ginglymostomatidae","Nebrius","ferrugineus",1867.03018,6654.92808,1,"NA","Pilbara Marine Conservation Partnership",-22.11979952,113.8704184,20141020,15:54:00,"Mandu.Sanctuary","No-take","NA",11.2,"Todd","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Carcharhinidae","Carcharhinus","amblyrhynchos",1166.77902,2900.56218,1,"NA","Pilbara Marine Conservation Partnership",-22.7788,113.696245,20141021,11:02:00,"Cloates.Sanctuary","No-take","NA",8.3,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB304","Carcharhinidae","Carcharhinus","amblyrhynchos",1218.98768,4679.80406,1,"NA","Pilbara Marine Conservation Partnership",-22.7788,113.696245,20141021,11:02:00,"Cloates.Sanctuary","No-take","NA",8.3,"Emma","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB348","Carcharhinidae","Carcharhinus","amblyrhynchos",1645.08689,5443.65685,1,"NA","Pilbara Marine Conservation Partnership",-23.43995667,113.772805,20141022,14:25:00,"South.Pelican","Fished","NA",9.3,"Derek","Yes","Yes"
"2014-10_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB300","Carcharhinidae","Carcharhinus","amblyrhynchos",1233.51027,5713.62183,1,"NA","Pilbara Marine Conservation Partnership",-22.711,113.64932,20141021,08:32:00,"Cloates.Sanctuary","No-take","NA",8.3,"Emma","Yes","Yes"
