"campaignid","sample","family","genus","species","length","range","number","comment","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","barberinoides",30.65754,"1239.56530",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",72.5443,"1187.06428",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",57.17576,"1421.13722",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",61.72587,"1250.29263",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",52.54226,"1746.61744",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",55.87922,"1317.81727",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",70.89008,"990.43461",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",78.67246,"1099.93034",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",82.08021,"1293.62535",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",73.52831,"1154.45260",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","spp",50.37588,"1326.16924",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","spp",44.3528,"1181.51412",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Scolopsis","monogramma",310.10235,"1463.64471",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Leptojulis","cyanopleura",52.90169,"1027.55972",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Leptojulis","cyanopleura",50.29157,"950.44812",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Leptojulis","cyanopleura",48.77737,"1026.13357",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Leptojulis","cyanopleura",47.99175,"1224.82349",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Serranidae","Epinephelus","rivulatus",70.33419,"1099.99291",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",37.02891,"1236.04934",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",72.65386,"1001.27374",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",46.12701,"1353.28320",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",83.1374,"1485.47708",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",47.16554,"1168.25742",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",54.84692,"1294.32942",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",47.41616,"1392.28634",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",46.29733,"1271.18431",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",55.53495,"1493.72171",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",74.35818,"1524.07041",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",83.75208,"1505.96472",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",64.31166,"968.86166",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",61.6339,"1174.18341",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",67.2395,"1361.96566",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",43.75475,"1151.29377",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",36.13362,"1195.55752",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",77.69907,"1515.77500",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",51.36641,"1317.69269",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",64.85024,"1448.80745",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",63.14134,"1018.87063",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",69.01488,"1175.34864",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",49.4571,"1363.97509",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",49.56055,"1276.43047",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",63.70756,"980.62941",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",58.49361,"1156.54203",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Coris","pictoides",63.2085,"1163.29417",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Coris","pictoides",35.59196,"1128.13856",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","microdon",528.7439,"1466.81792",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Balistidae","Pseudobalistes","fuscus",374.1452,"2527.72344",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",235.21878,"1000.11448",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",235.26406,"1252.59042",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",233.98364,"1418.68551",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",242.79936,"1055.87774",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",243.02846,"1464.51819",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",203.84347,"1192.23557",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",182.10773,"1297.63411",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","fulvoguttatus",313.85909,"1459.25176",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","fulvoguttatus",314.03712,"1566.23696",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",262.89637,"929.35177",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",252.33888,"1302.71502",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",261.46221,"1198.33383",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",270.07562,"1146.80139",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",264.58453,"977.65804",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",288.25273,"1481.00294",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Gnathanodon","speciosus",408.90924,"1779.89825",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Choerodon","schoenleinii",517.67099,"4482.00324",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Choerodon","schoenleinii",445.65198,"3108.55948",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","emeryii",273.76899,"1343.55964",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lutjanidae","Symphorus","nematophorus",451.32839,"2572.06553",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lutjanidae","Symphorus","nematophorus",485.32943,"2924.17914",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Labroides","dimidiatus",58.04174,"1285.37080",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Labroides","dimidiatus",67.48833,"1077.05233",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Cirrhilabrus","temminckii",40.84828,"1116.14578",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",37.88816,"745.00807",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",37.04381,"1061.44303",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",39.09353,"1393.69762",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",47.1156,"1190.61250",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",41.00392,"928.31736",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",40.47258,"928.58433",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",32.60358,"965.33605",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",45.2777,"1338.37743",1,NA,"Pilbara Marine Conservation Partnership","-20.342","115.53515","20150119","11:56:00","N.Montebello.Sanctuary","No-take",NA,"30.3","Derek","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Cirrhilabrus","temminckii",34.66725,"1124.54843",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Scolopsis","monogramma",313.121,"2102.35676",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Pinguipedidae","Parapercis","nebulosa",73.44585,"1331.99553",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Choerodon","cauteroma",377.87123,"2743.02141",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Carangidae","Carangoides","fulvoguttatus",323.04164,"1787.37649",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Carangidae","Carangoides","fulvoguttatus",334.20333,"2231.64969",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",52.43061,"1376.37334",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",67.57206,"1367.71034",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",75.18691,"1096.45023",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",60.34409,"1439.17533",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",50.70443,"1380.04522",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",64.99963,"1355.74876",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",72.41513,"1591.38109",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",52.19578,"1497.35893",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",49.71992,"1437.60419",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",64.69061,"1084.09307",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Balistidae","Pseudobalistes","fuscus",400.24067,"4758.67333",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Serranidae","Plectropomus","spp",594.97269,"3659.49677",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Choerodon","schoenleinii",404.49339,"3368.94546",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Coris","caudimacula",61.45059,"1435.65921",1,NA,"Pilbara Marine Conservation Partnership","-20.349","115.54716","20150119","11:49:00","N.Montebello.Sanctuary","No-take",NA,"31.2","Matt","Yes","Yes"
